标题,标签,2,…,在,4,：,人,是,有,什么,做,震惊,这样,不,就,个,都,这,3,！,？
德国二战为何不灭掉英国？希特勒一直在还恩情，还想尽办法，故意出错！,1,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,48,53
凤阳人民的儿子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
狄青身为北宋一代名将，真的比岳飞还冤？宋仁宗：幸好遇见了我,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
蜀汉灭亡的原因是什么？刘备称帝前一大失误，提前给国家判了死刑,1,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,53
多尔衮为何不敢做皇帝？皇太极故意设局，他早已看透，最后却抱憾终身！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53
他60岁才参加抗日，没打过一个鬼子却被授予中将，还有一个特权,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
武则天非常端庄，唯独这个人让她仪态尽失，不久后她活活将其逼死,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
慈禧西逃后，日本人拍下了当时的紫禁城，让人难以置信,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
管子14法禁原文及白话文-荀卿庠读书会整理,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拳打“五斗米道”教主孙恩，脚踢大楚皇帝桓玄，刘裕竟然这么能打？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
宋庆龄在北京病逝,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
她是雍正的弟媳，不小心生下大清公主，富贵一生活到78岁,1,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0
法国卢浮宫将于7月6日重新开放,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仁义的刘备不仅夺人地盘，还夺人嫂嫂,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大话降龙：降龙三人吃下丹药后变得成帅，“携手拦腕”一起迎接北欧公主？,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
现代人说慈禧长得很丑，当时的人却都认为慈禧貌美如花，为什么？,1,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,16,0,0,0,53
西方国家尊重英雄？大错特错，信了就中计了，切·格瓦拉就是典型,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,53
陕西工人捡到一把古剑，商人出20万不卖，自愿上交后为何后悔了？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
蜀汉灭亡的原因是什么？刘备称帝前一大失误，提前给国家判了死刑,1,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,53
抗战时期，驻扎东北的日本关东军究竟有多少人？,1,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,53
评出你心中最厉害大明的内阁首辅大臣？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
短命不育的西汉皇帝，让赵飞燕姐妹丢了性命又背负骂名,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梁山中最大的卧底，害死青面兽杨志，最后被鲁智深击杀,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
最好的历史和文化就是你还在其中生活着，西安的街路名独一无二！,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
噩耗：波斯王子客死中国，已经留下无穷隐患,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
她是宋仁宗女儿，历经七朝，因偏心长子被宋高宗骂不要脸,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
隋末唐初的五大猛将，都是正史记载，武力高强的猛将,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0
何鸿燊一夫四妻没有犯法吗？他遵循的是清朝律例,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53
《水浒》好汉前30名排行，梁山只占8人，卢俊义屈居第二,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
严厉海禁：日本诸侯内斗殃及池鱼，明代倭寇海患之谜,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
备案申请通过 北京二锅头酒博物馆有了正式身份,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
